,Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Player
0,2017-18,23.0,BOS,NBA,PF,73.0,0.0,1150.0,2.8,8.2,0.34600000000000003,1.7,5.4,0.32,1.1,2.7,0.397,1.1,1.8,0.61,1.6,5.4,7.0,0.9,0.9,0.2,1.1,4.0,8.5,97.0,107.0,Semi Ojeleye
1,2018-19,24.0,BOS,NBA,PF,56.0,3.0,594.0,5.4,12.8,0.424,2.3,7.2,0.315,3.2,5.6,0.565,1.9,3.2,0.615,1.9,5.0,7.0,1.9,0.8,0.3,1.5,3.5,15.1,106.0,112.0,Semi Ojeleye
2,2019-20,25.0,BOS,NBA,PF,69.0,6.0,1011.0,3.8,9.4,0.408,2.3,6.1,0.37799999999999995,1.5,3.3,0.46399999999999997,1.3,1.5,0.875,1.2,5.7,6.9,1.8,1.0,0.2,0.9,3.8,11.3,116.0,111.0,Semi Ojeleye
3,2020-21,26.0,BOS,NBA,PF,34.0,6.0,645.0,4.8,11.5,0.41700000000000004,3.1,8.1,0.38299999999999995,1.7,3.3,0.5,1.5,2.1,0.7140000000000001,1.5,5.9,7.4,2.0,0.8,0.0,1.1,3.1,14.2,118.0,117.0,Semi Ojeleye
0,2016-17,20.0,BOS,NBA,SF,78.0,20.0,1341.0,7.1,15.6,0.45399999999999996,1.7,5.0,0.341,5.4,10.6,0.507,3.1,4.6,0.685,1.7,6.5,8.1,2.4,1.3,0.7,2.5,5.3,19.0,102.0,110.0,Jaylen Brown
1,2017-18,21.0,BOS,NBA,SG,70.0,70.0,2152.0,8.7,18.6,0.465,2.8,7.1,0.395,5.9,11.5,0.507,3.5,5.4,0.644,1.5,6.5,8.0,2.6,1.6,0.6,2.9,4.2,23.6,105.0,105.0,Jaylen Brown
2,2018-19,22.0,BOS,NBA,SG,74.0,25.0,1913.0,9.3,19.9,0.465,2.4,6.9,0.344,6.9,13.0,0.529,3.3,5.1,0.6579999999999999,1.6,6.2,7.9,2.5,1.7,0.8,2.5,4.7,24.3,104.0,109.0,Jaylen Brown
3,2019-20,23.0,BOS,NBA,SG,57.0,57.0,1934.0,10.7,22.1,0.48100000000000004,3.2,8.4,0.382,7.4,13.7,0.5429999999999999,4.4,6.1,0.7240000000000001,1.5,7.5,9.1,2.9,1.6,0.5,3.1,4.2,28.9,110.0,108.0,Jaylen Brown
4,2020-21,24.0,BOS,NBA,SG,33.0,33.0,1115.0,13.4,27.1,0.495,3.3,8.6,0.38799999999999996,10.1,18.4,0.545,5.7,7.3,0.772,1.6,6.5,8.1,5.7,1.6,0.7,4.1,4.2,35.8,114.0,114.0,Jaylen Brown
0,2017-18,19.0,BOS,NBA,SF,80.0,80.0,2443.0,8.1,17.1,0.475,2.1,5.0,0.434,6.0,12.1,0.49200000000000005,4.4,5.3,0.826,1.0,7.2,8.2,2.6,1.7,1.2,2.3,3.5,22.7,111.0,103.0,Jayson Tatum
1,2018-19,20.0,BOS,NBA,SF,79.0,79.0,2455.0,9.1,20.3,0.45,2.3,6.1,0.373,6.9,14.2,0.483,3.8,4.5,0.855,1.4,8.0,9.4,3.3,1.6,1.1,2.4,3.3,24.4,107.0,107.0,Jayson Tatum
2,2019-20,21.0,BOS,NBA,PF,66.0,66.0,2265.0,11.8,26.1,0.45,4.0,10.0,0.40299999999999997,7.7,16.1,0.48,5.4,6.7,0.812,1.4,8.4,9.8,4.3,2.0,1.2,3.3,2.9,33.0,111.0,106.0,Jayson Tatum
3,2020-21,22.0,BOS,NBA,SF,31.0,31.0,1110.0,12.3,28.1,0.43700000000000006,3.6,9.7,0.368,8.7,18.4,0.474,5.9,6.9,0.8590000000000001,0.8,8.9,9.7,6.1,1.9,0.7,3.5,2.6,34.1,110.0,112.0,Jayson Tatum
0,2020-21,23.0,BOS,NBA,SG,30.0,1.0,641.0,6.6,14.4,0.457,3.1,7.8,0.402,3.4,6.6,0.523,1.3,1.4,0.9440000000000001,1.2,4.1,5.3,5.3,1.4,0.4,2.6,4.5,17.6,115.0,116.0,Payton Pritchard
0,2018-19,21.0,BOS,NBA,C,32.0,2.0,283.0,6.1,8.7,0.706,0.0,0.0,,6.1,8.7,0.706,1.5,2.6,0.6,4.6,9.2,13.8,1.2,1.5,6.8,1.7,6.1,13.8,132.0,100.0,Robert Williams
1,2019-20,22.0,BOS,NBA,C,29.0,1.0,388.0,8.0,10.9,0.727,0.0,0.0,,8.0,10.9,0.727,2.7,4.2,0.647,5.0,10.9,15.9,3.4,2.7,4.4,2.6,6.3,18.7,134.0,98.0,Robert Williams
2,2020-21,23.0,BOS,NBA,C,29.0,0.0,468.0,9.2,12.8,0.721,0.0,0.1,0.0,9.2,12.7,0.727,2.6,4.1,0.6409999999999999,6.9,10.9,17.8,3.2,2.7,4.4,2.9,5.5,21.0,135.0,104.0,Robert Williams
0,2009-10,21.0,ATL,NBA,PG,71.0,3.0,719.0,6.7,16.8,0.396,0.5,2.4,0.21899999999999997,6.1,14.4,0.426,3.0,3.6,0.8370000000000001,0.4,4.6,5.0,9.0,2.5,0.8,3.7,6.1,16.9,96.0,106.0,Jeff Teague
1,2010-11,22.0,ATL,NBA,PG,70.0,7.0,963.0,7.4,17.0,0.43799999999999994,1.0,2.7,0.375,6.4,14.3,0.449,4.3,5.4,0.794,0.6,5.1,5.7,7.7,2.5,1.4,3.6,4.6,20.1,102.0,105.0,Jeff Teague
2,2011-12,23.0,ATL,NBA,PG,66.0,66.0,2183.0,7.8,16.4,0.47600000000000003,1.2,3.6,0.342,6.6,12.7,0.514,3.4,4.5,0.757,0.5,3.4,3.9,7.8,2.6,0.9,3.3,3.5,20.3,108.0,102.0,Jeff Teague
3,2012-13,24.0,ATL,NBA,PG,80.0,78.0,2628.0,8.7,19.2,0.451,1.8,4.9,0.359,6.9,14.3,0.48200000000000004,3.9,4.5,0.8809999999999999,0.5,3.1,3.5,11.4,2.3,0.6,4.5,3.6,23.0,106.0,106.0,Jeff Teague
4,2013-14,25.0,ATL,NBA,PG,79.0,79.0,2542.0,9.1,20.8,0.43799999999999994,1.5,4.5,0.32899999999999996,7.6,16.3,0.469,6.3,7.5,0.846,0.7,3.5,4.2,10.5,1.8,0.3,4.6,3.2,26.0,106.0,109.0,Jeff Teague
5,2014-15,26.0,ATL,NBA,PG,73.0,72.0,2228.0,9.4,20.3,0.46,1.6,4.7,0.34299999999999997,7.7,15.6,0.496,6.3,7.3,0.862,0.7,3.5,4.2,11.8,2.9,0.7,4.7,3.2,26.7,111.0,104.0,Jeff Teague
6,2015-16,27.0,ATL,NBA,PG,79.0,78.0,2255.0,9.5,21.7,0.439,2.4,6.0,0.4,7.1,15.6,0.45399999999999996,5.7,6.8,0.8370000000000001,0.7,4.0,4.7,10.3,2.1,0.5,4.8,3.7,27.2,105.0,104.0,Jeff Teague
7,2016-17,28.0,IND,NBA,PG,82.0,82.0,2657.0,7.6,17.1,0.442,1.7,4.7,0.35700000000000004,5.9,12.4,0.475,6.8,7.8,0.867,0.6,5.6,6.2,12.0,1.9,0.6,4.1,3.1,23.6,115.0,110.0,Jeff Teague
8,2017-18,29.0,MIN,NBA,PG,70.0,70.0,2311.0,7.7,17.2,0.446,1.8,4.9,0.368,5.8,12.2,0.47700000000000004,4.4,5.2,0.845,0.5,4.0,4.5,10.6,2.2,0.5,3.8,3.7,21.5,111.0,112.0,Jeff Teague
9,2018-19,30.0,MIN,NBA,PG,42.0,41.0,1264.0,6.7,15.8,0.423,1.3,4.0,0.33299999999999996,5.3,11.8,0.45299999999999996,4.7,5.8,0.804,0.6,3.4,4.0,13.0,1.6,0.7,3.7,3.4,19.3,112.0,116.0,Jeff Teague
10,2019-20,31.0,TOT,NBA,PG,59.0,17.0,1464.0,6.8,15.5,0.436,1.4,3.7,0.368,5.4,11.8,0.457,5.5,6.3,0.873,0.9,3.7,4.5,9.8,1.4,0.6,3.7,3.4,20.4,112.0,116.0,Jeff Teague
11,2019-20,31.0,MIN,NBA,PG,34.0,13.0,945.0,7.1,15.9,0.44799999999999995,1.6,4.3,0.379,5.5,11.6,0.473,6.1,7.1,0.868,0.7,3.6,4.3,10.2,1.2,0.6,3.7,3.4,22.0,116.0,116.0,Jeff Teague
12,2019-20,31.0,ATL,NBA,PG,25.0,4.0,519.0,6.1,14.8,0.41200000000000003,0.9,2.7,0.33299999999999996,5.2,12.1,0.43,4.2,4.8,0.887,1.1,3.8,4.8,9.0,1.7,0.5,3.6,3.2,17.3,105.0,117.0,Jeff Teague
13,2020-21,32.0,BOS,NBA,PG,28.0,4.0,506.0,5.7,15.3,0.373,1.8,4.4,0.42200000000000004,3.9,10.9,0.354,4.2,4.6,0.8959999999999999,0.7,3.8,4.5,5.7,2.2,0.5,3.1,3.3,17.4,103.0,114.0,Jeff Teague
0,2019-20,21.0,BOS,NBA,PF,69.0,5.0,1043.0,4.0,9.8,0.41200000000000003,1.1,4.4,0.25,2.9,5.3,0.5479999999999999,1.8,2.5,0.722,2.7,5.5,8.2,3.1,1.4,1.7,2.3,7.5,11.0,104.0,108.0,Grant Williams
1,2020-21,22.0,BOS,NBA,PF,28.0,6.0,517.0,5.1,10.9,0.47,2.5,5.7,0.433,2.7,5.2,0.509,1.4,2.7,0.517,2.6,5.1,7.7,2.4,1.2,1.0,2.6,7.5,14.1,109.0,115.0,Grant Williams
0,2019-20,26.0,BOS,NBA,SG,48.0,2.0,468.0,6.5,13.0,0.5,0.9,3.4,0.273,5.6,9.6,0.581,2.9,4.3,0.667,2.5,7.1,9.6,2.7,2.5,0.8,2.4,4.4,16.8,110.0,106.0,Javonte Green
1,2020-21,27.0,BOS,NBA,SG,22.0,2.0,330.0,5.8,10.5,0.5489999999999999,1.0,3.3,0.318,4.7,7.3,0.653,3.0,4.5,0.667,3.0,4.5,7.4,1.5,2.7,0.3,1.8,4.3,15.6,121.0,113.0,Javonte Green
0,2011-12,21.0,CHA,NBA,PG,66.0,25.0,1792.0,8.3,22.6,0.366,2.0,6.6,0.305,6.2,15.9,0.392,4.9,6.3,0.789,0.9,6.0,6.9,8.5,1.8,0.6,3.5,2.3,23.5,96.0,111.0,Kemba Walker
1,2012-13,22.0,CHA,NBA,PG,82.0,82.0,2859.0,9.7,22.8,0.423,2.0,6.1,0.322,7.7,16.7,0.45899999999999996,5.4,6.8,0.7979999999999999,1.1,4.1,5.2,8.6,2.9,0.6,3.7,2.8,26.7,105.0,111.0,Kemba Walker
2,2013-14,23.0,CHA,NBA,PG,73.0,73.0,2614.0,8.9,22.7,0.39299999999999996,2.2,6.5,0.33299999999999996,6.8,16.2,0.41700000000000004,5.6,6.7,0.8370000000000001,0.8,5.3,6.1,8.9,1.7,0.6,3.4,2.5,25.6,103.0,105.0,Kemba Walker
3,2014-15,24.0,CHO,NBA,PG,62.0,58.0,2119.0,9.2,23.9,0.385,2.1,6.8,0.304,7.1,17.1,0.418,5.7,6.9,0.8270000000000001,0.9,4.5,5.4,7.7,2.2,0.8,2.4,2.2,26.2,103.0,104.0,Kemba Walker
4,2015-16,25.0,CHO,NBA,PG,81.0,81.0,2885.0,9.9,23.1,0.42700000000000005,3.2,8.5,0.371,6.7,14.6,0.45899999999999996,6.5,7.6,0.847,1.0,5.2,6.2,7.3,2.2,0.7,3.0,1.9,29.4,112.0,105.0,Kemba Walker
5,2016-17,26.0,CHO,NBA,PG,79.0,79.0,2739.0,11.8,26.5,0.444,4.4,11.0,0.39899999999999997,7.4,15.5,0.47600000000000003,5.6,6.6,0.847,0.8,4.8,5.6,7.9,1.6,0.4,3.1,2.2,33.5,113.0,111.0,Kemba Walker
6,2017-18,27.0,CHO,NBA,PG,80.0,80.0,2736.0,10.5,24.3,0.431,4.1,10.7,0.384,6.4,13.6,0.469,6.5,7.5,0.8640000000000001,0.6,3.9,4.4,7.9,1.6,0.4,3.2,1.7,31.6,115.0,111.0,Kemba Walker
7,2018-19,28.0,CHO,NBA,PG,82.0,82.0,2863.0,12.4,28.6,0.434,4.4,12.4,0.35600000000000004,8.0,16.2,0.494,6.5,7.6,0.8440000000000001,0.9,5.2,6.1,8.2,1.7,0.6,3.6,2.2,35.7,112.0,114.0,Kemba Walker
8,2019-20,29.0,BOS,NBA,PG,56.0,56.0,1742.0,10.5,24.6,0.425,5.0,13.1,0.381,5.5,11.5,0.47600000000000003,5.8,6.7,0.8640000000000001,1.0,5.0,6.0,7.4,1.3,0.8,3.2,2.5,31.7,116.0,110.0,Kemba Walker
9,2020-21,30.0,BOS,NBA,PG,20.0,20.0,600.0,10.0,25.9,0.38799999999999996,4.8,13.1,0.366,5.2,12.7,0.41,5.2,5.7,0.914,0.7,5.2,5.9,7.4,1.7,0.6,3.6,2.2,30.1,109.0,114.0,Kemba Walker
0,2020-21,21.0,BOS,NBA,SF,18.0,0.0,281.0,4.4,11.0,0.397,3.0,8.4,0.354,1.4,2.6,0.5329999999999999,1.4,2.1,0.667,1.7,5.9,7.7,1.2,0.5,0.9,1.9,6.4,13.1,105.0,116.0,Aaron Nesmith
0,2014-15,20.0,BOS,NBA,PG,67.0,38.0,1808.0,4.8,13.2,0.36700000000000005,2.5,7.5,0.335,2.3,5.7,0.41,2.3,3.5,0.6459999999999999,1.7,4.5,6.1,5.8,2.7,0.5,2.5,4.9,14.5,101.0,104.0,Marcus Smart
1,2015-16,21.0,BOS,NBA,PG,61.0,10.0,1667.0,5.4,15.5,0.348,1.8,7.0,0.253,3.6,8.4,0.42700000000000005,3.8,4.9,0.777,2.2,5.2,7.5,5.4,2.7,0.5,2.3,5.4,16.3,101.0,103.0,Marcus Smart
2,2016-17,22.0,BOS,NBA,SG,79.0,24.0,2399.0,5.6,15.5,0.359,1.9,6.9,0.28300000000000003,3.6,8.6,0.42,4.2,5.2,0.812,1.6,4.7,6.3,7.5,2.6,0.7,3.3,4.0,17.3,102.0,108.0,Marcus Smart
3,2017-18,23.0,BOS,NBA,SG,54.0,11.0,1614.0,5.9,15.9,0.36700000000000005,2.3,7.7,0.301,3.5,8.2,0.429,3.0,4.1,0.7290000000000001,1.3,4.5,5.9,8.0,2.2,0.7,4.0,4.1,17.0,97.0,104.0,Marcus Smart
4,2018-19,24.0,BOS,NBA,SG,80.0,60.0,2200.0,5.2,12.4,0.42200000000000004,2.8,7.6,0.364,2.5,4.8,0.511,2.3,2.8,0.8059999999999999,1.2,3.9,5.1,7.0,3.1,0.6,2.7,4.4,15.5,113.0,107.0,Marcus Smart
5,2019-20,25.0,BOS,NBA,SG,60.0,40.0,1919.0,6.4,17.2,0.375,3.4,9.9,0.34700000000000003,3.0,7.2,0.415,3.2,3.8,0.836,1.1,4.6,5.7,7.3,2.5,0.7,2.6,4.1,19.5,110.0,107.0,Marcus Smart
6,2020-21,26.0,BOS,NBA,PG,17.0,17.0,549.0,6.6,16.8,0.39399999999999996,2.5,8.0,0.311,4.1,8.7,0.469,4.1,5.5,0.742,0.6,3.6,4.2,9.2,2.8,0.8,2.7,3.5,19.8,112.0,112.0,Marcus Smart
0,2019-20,21.0,BOS,NBA,SG,37.0,0.0,351.0,5.8,17.6,0.32799999999999996,3.3,10.5,0.316,2.5,7.2,0.34600000000000003,1.8,2.6,0.684,0.8,5.6,6.5,3.3,1.7,0.6,2.1,4.7,16.6,92.0,109.0,Carsen Edwards
1,2020-21,22.0,BOS,NBA,SG,14.0,1.0,147.0,9.7,21.0,0.46,3.7,11.3,0.324,6.0,9.7,0.621,2.3,3.0,0.778,0.7,4.0,4.7,2.0,1.3,0.3,0.7,5.3,25.3,118.0,116.0,Carsen Edwards
0,2019-20,22.0,BOS,NBA,PG,11.0,1.0,119.0,5.7,19.9,0.28600000000000003,1.6,9.7,0.16699999999999998,4.1,10.1,0.4,3.2,3.2,1.0,0.0,4.9,4.9,6.5,4.1,0.8,6.1,5.3,16.2,73.0,103.0,Tremont Waters
1,2020-21,23.0,BOS,NBA,PG,10.0,1.0,98.0,5.0,15.5,0.32299999999999995,3.0,7.5,0.4,2.0,8.0,0.25,3.5,4.0,0.875,1.0,3.0,4.0,15.0,3.0,0.0,6.5,3.0,16.5,100.0,113.0,Tremont Waters
0,2019-20,24.0,BOS,NBA,C,7.0,0.0,33.0,16.1,20.5,0.7859999999999999,0.0,0.0,,16.1,20.5,0.7859999999999999,1.5,4.4,0.33299999999999996,1.5,20.5,21.9,1.5,1.5,5.9,4.4,10.2,33.6,115.0,93.0,Tacko Fall
1,2020-21,25.0,BOS,NBA,C,8.0,0.0,57.0,7.7,11.2,0.6920000000000001,0.0,0.0,,7.7,11.2,0.6920000000000001,2.6,6.9,0.375,6.9,11.2,18.0,0.9,0.0,8.6,0.9,8.6,18.0,136.0,104.0,Tacko Fall
0,2019-20,20.0,BOS,NBA,SG,32.0,2.0,370.0,3.7,10.4,0.35,0.7,3.5,0.185,3.0,6.9,0.434,2.3,3.3,0.72,2.0,3.4,5.3,1.7,1.0,1.0,1.4,4.3,10.3,95.0,111.0,Romeo Langford
0,2014-15,23.0,CLE,NBA,SG,51.0,1.0,493.0,5.1,12.7,0.4,3.3,8.9,0.369,1.8,3.8,0.47200000000000003,0.9,1.6,0.6,0.7,3.6,4.3,2.7,0.7,0.2,2.8,6.5,14.3,97.0,111.0,Joe Harris
1,2015-16,24.0,CLE,NBA,SG,5.0,0.0,15.0,3.4,13.7,0.25,3.4,13.7,0.25,0.0,0.0,,0.0,0.0,,0.0,10.3,10.3,6.9,0.0,0.0,3.4,3.4,10.3,81.0,107.0,Joe Harris
2,2016-17,25.0,BRK,NBA,SG,52.0,11.0,1138.0,6.4,15.1,0.425,3.5,9.2,0.385,2.9,5.9,0.489,1.5,2.0,0.7140000000000001,0.7,5.5,6.1,2.2,1.2,0.3,2.3,5.0,17.8,101.0,113.0,Joe Harris
3,2017-18,26.0,BRK,NBA,SG,78.0,14.0,1975.0,7.5,15.3,0.491,3.7,8.8,0.419,3.8,6.5,0.589,2.1,2.6,0.8270000000000001,1.3,5.1,6.4,3.1,0.9,0.5,2.2,3.8,20.8,116.0,113.0,Joe Harris
4,2018-19,27.0,BRK,NBA,SG,76.0,76.0,2293.0,7.8,15.5,0.5,3.8,8.0,0.474,4.0,7.5,0.528,2.3,2.8,0.8270000000000001,1.1,5.0,6.0,3.8,0.8,0.4,2.5,3.8,21.6,119.0,113.0,Joe Harris
5,2019-20,28.0,BRK,NBA,SF,69.0,69.0,2123.0,8.5,17.5,0.486,3.8,9.0,0.424,4.7,8.4,0.5529999999999999,1.4,2.0,0.7190000000000001,1.4,5.2,6.6,3.2,0.9,0.4,2.3,3.5,22.2,114.0,112.0,Joe Harris
6,2020-21,29.0,BRK,NBA,SF,37.0,33.0,1144.0,8.4,15.9,0.53,5.3,10.4,0.506,3.1,5.4,0.5770000000000001,0.9,1.3,0.7,0.8,4.7,5.5,2.7,0.8,0.3,1.2,3.4,23.0,131.0,118.0,Joe Harris
0,2008-09,20.0,LAC,NBA,C,53.0,13.0,771.0,6.3,9.9,0.633,0.0,0.0,,6.3,9.9,0.633,2.8,7.4,0.385,4.9,11.2,16.0,0.7,0.7,4.0,2.8,6.5,15.4,105.0,107.0,DeAndre Jordan
1,2009-10,21.0,LAC,NBA,C,70.0,12.0,1137.0,6.6,10.9,0.605,0.0,0.1,0.0,6.6,10.8,0.61,2.2,5.8,0.375,5.6,10.5,16.1,1.0,0.7,2.8,3.4,6.9,15.3,101.0,107.0,DeAndre Jordan
2,2010-11,22.0,LAC,NBA,C,80.0,66.0,2047.0,5.9,8.6,0.6859999999999999,0.0,0.0,0.0,5.9,8.6,0.688,2.5,5.5,0.452,5.2,9.3,14.5,1.1,1.0,3.6,2.6,6.4,14.3,116.0,105.0,DeAndre Jordan
3,2011-12,23.0,LAC,NBA,C,66.0,66.0,1798.0,6.2,9.8,0.632,0.0,0.0,0.0,6.2,9.7,0.634,2.2,4.2,0.525,6.0,10.3,16.3,0.5,0.9,4.0,2.2,5.7,14.6,119.0,102.0,DeAndre Jordan
4,2012-13,24.0,LAC,NBA,C,82.0,82.0,2010.0,8.2,12.8,0.643,0.0,0.0,,8.2,12.8,0.643,2.5,6.5,0.386,5.5,10.1,15.6,0.7,1.3,2.9,2.6,5.0,19.0,113.0,101.0,DeAndre Jordan
5,2013-14,25.0,LAC,NBA,C,82.0,82.0,2870.0,6.1,9.0,0.6759999999999999,0.0,0.0,,6.1,9.0,0.6759999999999999,2.8,6.5,0.428,5.8,13.6,19.4,1.3,1.4,3.5,2.1,4.6,14.9,121.0,98.0,DeAndre Jordan
6,2014-15,26.0,LAC,NBA,C,82.0,82.0,2820.0,6.8,9.6,0.71,0.0,0.1,0.25,6.8,9.5,0.713,3.4,8.5,0.397,7.1,14.9,22.0,1.1,1.5,3.3,2.0,4.4,17.0,126.0,98.0,DeAndre Jordan
7,2015-16,27.0,LAC,NBA,C,77.0,77.0,2598.0,6.9,9.8,0.703,0.0,0.0,0.0,6.9,9.8,0.7040000000000001,5.1,11.9,0.43,5.1,15.3,20.4,1.7,1.0,3.4,2.1,4.0,18.9,122.0,98.0,DeAndre Jordan
8,2016-17,28.0,LAC,NBA,C,81.0,81.0,2570.0,8.0,11.2,0.7140000000000001,0.0,0.0,0.0,8.0,11.2,0.7170000000000001,4.0,8.3,0.48200000000000004,5.8,15.9,21.7,1.9,1.0,2.6,2.2,4.1,20.0,129.0,102.0,DeAndre Jordan
9,2017-18,29.0,LAC,NBA,C,77.0,77.0,2424.0,7.5,11.6,0.645,0.0,0.0,,7.5,11.6,0.645,3.6,6.3,0.58,6.6,16.9,23.5,2.3,0.8,1.4,2.7,4.1,18.6,125.0,105.0,DeAndre Jordan
10,2018-19,30.0,TOT,NBA,C,69.0,69.0,2047.0,6.8,10.6,0.6409999999999999,0.0,0.0,,6.8,10.6,0.6409999999999999,4.4,6.2,0.705,5.3,16.0,21.3,3.7,1.0,1.7,3.6,4.0,17.9,122.0,106.0,DeAndre Jordan
11,2018-19,30.0,DAL,NBA,C,50.0,50.0,1554.0,6.5,10.1,0.644,0.0,0.0,,6.5,10.1,0.644,4.2,6.2,0.682,5.0,16.4,21.4,3.1,1.0,1.7,3.5,3.9,17.2,121.0,105.0,DeAndre Jordan
12,2018-19,30.0,NYK,NBA,C,19.0,19.0,493.0,7.6,12.0,0.634,0.0,0.0,,7.6,12.0,0.634,5.0,6.5,0.773,6.3,14.9,21.1,5.6,0.9,2.0,4.1,4.1,20.2,125.0,109.0,DeAndre Jordan
13,2019-20,31.0,BRK,NBA,C,56.0,6.0,1234.0,7.3,11.0,0.6659999999999999,0.0,0.0,,7.3,11.0,0.6659999999999999,3.2,4.7,0.68,5.4,16.1,21.5,4.0,0.7,2.0,2.8,4.4,17.8,129.0,104.0,DeAndre Jordan
14,2020-21,32.0,BRK,NBA,C,35.0,26.0,799.0,6.9,9.0,0.762,0.0,0.1,0.0,6.9,9.0,0.767,1.7,3.4,0.518,3.8,11.9,15.7,4.0,0.7,3.1,3.5,4.6,15.5,124.0,110.0,DeAndre Jordan
0,2016-17,21.0,PHI,NBA,SF,69.0,19.0,1190.0,5.9,14.8,0.402,2.0,6.6,0.311,3.9,8.2,0.475,4.3,5.0,0.8540000000000001,1.0,5.1,6.1,3.1,1.3,0.4,3.0,6.3,18.2,100.0,111.0,Timothé Luwawu-Cabarrot
1,2017-18,22.0,PHI,NBA,SF,52.0,7.0,807.0,6.0,15.9,0.375,3.2,9.4,0.335,2.8,6.5,0.431,2.7,3.5,0.7929999999999999,0.8,3.5,4.3,3.2,0.7,0.3,2.3,5.8,17.8,101.0,110.0,Timothé Luwawu-Cabarrot
2,2018-19,23.0,TOT,NBA,SF,50.0,7.0,669.0,5.9,15.7,0.376,2.6,8.3,0.31,3.3,7.3,0.451,2.2,3.0,0.7559999999999999,0.8,6.2,7.0,1.9,1.4,0.6,1.5,5.3,16.6,97.0,113.0,Timothé Luwawu-Cabarrot
3,2018-19,23.0,OKC,NBA,SF,21.0,1.0,123.0,4.9,16.3,0.302,1.9,8.3,0.22699999999999998,3.0,8.0,0.381,1.5,2.3,0.667,1.5,5.3,6.8,1.5,1.5,0.4,1.9,5.3,13.3,82.0,109.0,Timothé Luwawu-Cabarrot
4,2018-19,23.0,CHI,NBA,SF,29.0,6.0,546.0,6.1,15.5,0.39399999999999996,2.8,8.3,0.33,3.4,7.2,0.469,2.4,3.1,0.7709999999999999,0.6,6.4,7.0,2.0,1.3,0.6,1.4,5.2,17.4,101.0,114.0,Timothé Luwawu-Cabarrot
5,2019-20,24.0,BRK,NBA,SF,47.0,2.0,853.0,6.5,14.9,0.435,3.4,8.9,0.38799999999999996,3.1,6.0,0.505,3.8,4.5,0.852,1.6,5.4,7.0,1.6,1.0,0.4,2.1,5.9,20.2,114.0,112.0,Timothé Luwawu-Cabarrot
6,2020-21,25.0,BRK,NBA,SF,34.0,6.0,669.0,6.2,15.8,0.389,3.8,10.4,0.363,2.4,5.4,0.44,1.4,1.9,0.769,1.3,4.4,5.7,3.1,1.7,0.4,1.8,4.5,17.5,106.0,116.0,Timothé Luwawu-Cabarrot
0,2007-08,21.0,SEA,NBA,SF,80.0,52.0,2253.0,7.1,16.6,0.42700000000000005,0.5,1.7,0.276,6.6,14.9,0.444,3.9,5.3,0.7440000000000001,2.2,6.1,8.4,2.6,1.0,1.1,3.5,4.4,18.5,94.0,111.0,Jeff Green
1,2008-09,22.0,OKC,NBA,PF,78.0,78.0,2873.0,8.5,19.1,0.446,1.7,4.4,0.389,6.8,14.7,0.46299999999999997,4.3,5.5,0.7879999999999999,2.1,7.1,9.3,2.8,1.4,0.6,3.1,3.6,23.0,105.0,110.0,Jeff Green
2,2009-10,23.0,OKC,NBA,PF,82.0,82.0,3043.0,8.2,18.1,0.45299999999999996,1.8,5.3,0.33299999999999996,6.5,12.8,0.503,2.8,3.8,0.74,1.9,6.4,8.3,2.3,1.8,1.2,2.3,3.7,21.0,106.0,105.0,Jeff Green
3,2010-11,24.0,TOT,NBA,"PF,SF",75.0,51.0,2427.0,7.9,17.6,0.449,1.4,4.5,0.303,6.5,13.1,0.499,4.3,5.2,0.8109999999999999,1.6,6.2,7.7,2.3,1.1,0.8,2.1,4.5,21.4,108.0,108.0,Jeff Green
4,2010-11,24.0,OKC,NBA,PF,49.0,49.0,1815.0,7.7,17.6,0.43700000000000006,1.6,5.2,0.304,6.1,12.4,0.493,4.2,5.2,0.818,1.6,6.2,7.8,2.5,1.1,0.6,2.2,4.1,21.2,108.0,109.0,Jeff Green
5,2010-11,24.0,BOS,NBA,SF,26.0,2.0,612.0,8.5,17.5,0.485,0.7,2.3,0.29600000000000004,7.8,15.2,0.514,4.3,5.5,0.794,1.4,6.1,7.5,1.6,1.1,1.4,2.0,5.9,22.0,106.0,102.0,Jeff Green
6,2012-13,26.0,BOS,NBA,PF,81.0,17.0,2252.0,8.7,18.7,0.467,1.6,4.2,0.385,7.1,14.5,0.49,5.0,6.2,0.8079999999999999,1.3,6.1,7.4,3.0,1.3,1.6,3.1,4.1,24.1,104.0,104.0,Jeff Green
7,2013-14,27.0,BOS,NBA,SF,82.0,82.0,2805.0,8.8,21.5,0.41200000000000003,2.5,7.3,0.341,6.4,14.2,0.44799999999999995,5.2,6.5,0.795,1.0,6.0,7.0,2.5,1.0,0.9,3.0,3.3,25.3,102.0,109.0,Jeff Green
8,2014-15,28.0,TOT,NBA,SF,78.0,70.0,2454.0,8.7,20.2,0.43,2.0,6.1,0.332,6.7,14.1,0.473,5.0,6.0,0.833,1.3,5.5,6.8,2.8,1.1,0.7,2.3,3.1,24.4,106.0,106.0,Jeff Green
