,Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Player
9,2015-16,30.0,SAS,NBA,PF,74.0,74.0,2261.0,12.1,23.7,0.513,0.0,0.4,0.0,12.1,23.3,0.521,5.9,6.8,0.858,4.0,10.3,14.3,2.5,0.9,1.8,2.2,3.4,30.1,114.0,99.0,LaMarcus Aldridge
10,2016-17,31.0,SAS,NBA,PF,72.0,72.0,2335.0,10.9,22.9,0.47700000000000004,0.5,1.2,0.41100000000000003,10.4,21.7,0.48,4.8,5.9,0.812,3.8,7.7,11.4,3.0,1.0,1.9,2.1,3.4,27.1,111.0,104.0,LaMarcus Aldridge
11,2017-18,32.0,SAS,NBA,C,75.0,75.0,2509.0,13.8,27.1,0.51,0.5,1.9,0.293,13.3,25.3,0.526,6.7,8.0,0.8370000000000001,5.0,7.8,12.8,3.1,0.9,1.8,2.2,3.2,34.9,118.0,105.0,LaMarcus Aldridge
12,2018-19,33.0,SAS,NBA,C,81.0,81.0,2687.0,12.4,24.0,0.519,0.2,0.8,0.23800000000000002,12.3,23.2,0.528,6.3,7.5,0.847,4.6,9.0,13.5,3.5,0.8,1.9,2.6,3.3,31.4,117.0,110.0,LaMarcus Aldridge
13,2019-20,34.0,SAS,NBA,C,53.0,53.0,1754.0,10.7,21.6,0.493,1.7,4.3,0.389,9.0,17.3,0.519,4.3,5.2,0.8270000000000001,2.8,7.9,10.7,3.5,1.0,2.4,2.0,3.5,27.3,115.0,112.0,LaMarcus Aldridge
14,2020-21,35.0,SAS,NBA,C,21.0,18.0,544.0,10.2,21.9,0.46399999999999997,2.4,6.6,0.36,7.8,15.3,0.509,2.7,3.3,0.838,1.5,6.8,8.3,3.2,0.7,1.6,1.8,3.2,25.4,107.0,111.0,LaMarcus Aldridge
0,2015-16,20.0,UTA,NBA,PF,80.0,33.0,1382.0,7.3,16.6,0.43799999999999994,1.9,4.9,0.38299999999999995,5.4,11.8,0.461,2.2,3.1,0.695,2.3,9.2,11.4,2.3,1.0,0.7,2.5,4.4,18.6,102.0,105.0,Trey Lyles
1,2016-17,21.0,UTA,NBA,PF,71.0,4.0,1158.0,7.2,19.9,0.36200000000000004,2.9,9.2,0.319,4.3,10.6,0.4,2.6,3.6,0.722,2.2,8.5,10.6,3.1,1.2,0.9,2.9,4.4,19.9,94.0,106.0,Trey Lyles
2,2017-18,22.0,DEN,NBA,PF,73.0,2.0,1391.0,9.6,19.6,0.491,3.0,7.8,0.381,6.7,11.8,0.563,3.6,5.1,0.706,2.0,10.4,12.4,3.2,1.1,1.2,2.2,4.0,25.8,116.0,110.0,Trey Lyles
3,2018-19,23.0,DEN,NBA,PF,64.0,2.0,1120.0,9.1,21.7,0.418,2.2,8.8,0.255,6.8,12.9,0.529,3.6,5.1,0.698,1.9,8.9,10.8,3.8,1.3,1.0,3.0,4.1,23.9,100.0,109.0,Trey Lyles
4,2019-20,24.0,SAS,NBA,PF,63.0,53.0,1271.0,5.8,12.9,0.446,2.4,6.3,0.387,3.3,6.6,0.503,1.2,1.7,0.733,2.7,10.9,13.6,2.6,1.1,1.1,1.5,3.7,15.2,113.0,113.0,Trey Lyles
5,2020-21,25.0,SAS,NBA,PF,19.0,7.0,311.0,6.5,12.8,0.506,2.2,5.7,0.37799999999999995,4.3,7.1,0.609,1.9,2.9,0.632,1.2,10.7,11.9,1.7,0.8,0.2,0.5,1.7,17.0,122.0,111.0,Trey Lyles
0,2018-19,21.0,SAS,NBA,PF,23.0,0.0,113.0,6.5,11.2,0.5770000000000001,0.0,0.0,,6.5,11.2,0.5770000000000001,4.8,5.6,0.846,2.6,12.1,14.7,3.0,0.9,2.2,3.5,4.8,17.7,114.0,108.0,Drew Eubanks
1,2019-20,22.0,SAS,NBA,C,22.0,3.0,272.0,7.6,11.8,0.642,0.2,0.2,1.0,7.4,11.6,0.636,3.5,4.6,0.769,4.9,10.0,14.9,2.6,0.9,3.0,3.7,6.5,18.8,120.0,111.0,Drew Eubanks
2,2020-21,23.0,SAS,NBA,C,15.0,0.0,180.0,5.6,13.6,0.41200000000000003,0.0,0.0,,5.6,13.6,0.41200000000000003,3.7,5.3,0.7,2.4,9.9,12.3,2.4,0.3,4.3,2.1,5.1,14.9,96.0,107.0,Drew Eubanks
0,2018-19,23.0,MIN,NBA,SF,30.0,3.0,503.0,5.7,13.5,0.423,1.2,5.0,0.25,4.5,8.6,0.522,1.7,2.7,0.643,1.5,6.4,7.9,1.6,1.7,1.3,1.3,2.8,14.4,100.0,113.0,Keita Bates-Diop
1,2019-20,24.0,TOT,NBA,"PF,SF",44.0,0.0,744.0,6.3,14.7,0.42700000000000005,2.1,6.5,0.33,4.2,8.2,0.504,3.4,4.7,0.72,1.6,6.4,8.0,1.9,1.2,1.5,1.1,2.7,18.1,111.0,113.0,Keita Bates-Diop
2,2019-20,24.0,MIN,NBA,PF,37.0,0.0,646.0,6.3,14.8,0.42200000000000004,2.2,6.8,0.33,4.0,8.0,0.5,3.3,4.7,0.708,1.5,6.4,7.9,2.2,1.2,1.4,1.0,2.6,18.0,111.0,113.0,Keita Bates-Diop
3,2019-20,24.0,DEN,NBA,SF,7.0,0.0,98.0,6.6,14.1,0.46399999999999997,1.5,4.5,0.33299999999999996,5.0,9.6,0.526,4.0,5.0,0.8,2.0,6.6,8.6,0.0,1.0,2.0,1.5,3.5,18.7,111.0,111.0,Keita Bates-Diop
4,2020-21,25.0,SAS,NBA,SF,13.0,0.0,107.0,4.9,13.9,0.355,2.2,6.3,0.35700000000000004,2.7,7.6,0.353,3.1,3.6,0.875,2.2,6.3,8.5,3.1,2.7,0.4,0.4,2.2,15.3,112.0,109.0,Keita Bates-Diop
0,2020-21,21.0,SAS,NBA,PG,12.0,0.0,43.0,10.0,16.7,0.6,1.1,1.1,1.0,8.9,15.6,0.5710000000000001,5.6,5.6,1.0,4.5,0.0,4.5,3.3,0.0,0.0,4.5,4.5,26.8,121.0,119.0,Tre Jones
0,2019-20,20.0,SAS,NBA,PF,3.0,1.0,48.0,5.0,15.9,0.313,3.0,8.0,0.375,2.0,8.0,0.25,3.0,4.0,0.75,1.0,9.0,10.0,6.0,0.0,2.0,2.0,6.0,15.9,98.0,115.0,Luka Šamanić
1,2020-21,21.0,SAS,NBA,PF,9.0,1.0,99.0,7.3,16.5,0.441,3.9,9.7,0.4,3.4,6.8,0.5,1.9,3.9,0.5,2.9,10.7,13.6,0.5,1.5,1.0,2.9,4.8,20.4,99.0,108.0,Luka Šamanić
0,2017-18,23.0,SAS,NBA,PG,17.0,0.0,139.0,5.8,12.0,0.485,2.9,4.7,0.615,2.9,7.3,0.4,5.1,7.3,0.7,1.8,7.6,9.5,3.3,1.5,1.1,2.2,2.9,19.6,123.0,105.0,Derrick White
1,2018-19,24.0,SAS,NBA,PG,67.0,55.0,1728.0,7.3,15.3,0.479,1.4,4.0,0.33799999999999997,6.0,11.3,0.529,2.7,3.5,0.772,1.0,6.0,7.0,7.4,1.9,1.3,2.7,4.1,18.7,111.0,110.0,Derrick White
2,2019-20,25.0,SAS,NBA,SG,68.0,20.0,1677.0,7.2,15.7,0.45799999999999996,2.3,6.2,0.366,5.0,9.6,0.518,5.1,6.0,0.853,1.0,5.4,6.4,6.9,1.3,1.7,2.5,4.3,21.8,118.0,114.0,Derrick White
3,2020-21,26.0,SAS,NBA,SG,8.0,4.0,189.0,8.6,21.8,0.395,3.8,11.2,0.341,4.8,10.7,0.452,2.8,3.8,0.733,0.3,3.3,3.6,7.9,2.0,2.0,1.8,4.6,23.9,107.0,110.0,Derrick White
0,2019-20,23.0,SAS,NBA,SG,11.0,0.0,78.0,3.1,10.4,0.294,0.6,3.1,0.2,2.5,7.4,0.33299999999999996,0.6,1.2,0.5,0.6,3.7,4.3,6.7,1.8,0.6,3.1,4.9,7.4,77.0,115.0,Quinndary Weatherspoon
1,2020-21,24.0,SAS,NBA,SG,5.0,0.0,24.0,2.0,10.0,0.2,0.0,2.0,0.0,2.0,8.0,0.25,4.0,4.0,1.0,0.0,4.0,4.0,6.0,2.0,0.0,12.0,14.0,8.0,46.0,111.0,Quinndary Weatherspoon
0,2017-18,25.0,GSW,NBA,PF,1.0,0.0,1.0,0.0,48.2,0.0,0.0,48.2,0.0,0.0,0.0,,0.0,0.0,,0.0,48.2,48.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,Chris Boucher
1,2018-19,26.0,TOR,NBA,PF,28.0,0.0,163.0,10.0,22.3,0.447,3.5,10.9,0.324,6.5,11.5,0.564,3.8,4.4,0.867,4.7,11.8,16.5,0.6,1.8,7.1,2.1,9.1,27.3,112.0,97.0,Chris Boucher
2,2019-20,27.0,TOR,NBA,C,62.0,0.0,819.0,8.2,17.4,0.47200000000000003,2.2,6.9,0.322,6.0,10.5,0.569,5.3,6.7,0.784,6.2,9.9,16.1,1.5,1.3,3.5,1.6,6.6,23.9,124.0,101.0,Chris Boucher
3,2020-21,28.0,TOR,NBA,C,36.0,2.0,851.0,9.8,18.3,0.534,3.5,7.8,0.445,6.3,10.5,0.6,4.8,6.4,0.759,3.8,9.5,13.3,2.0,1.1,3.9,1.5,5.6,27.8,131.0,108.0,Chris Boucher
0,2016-17,22.0,TOR,NBA,PG,37.0,0.0,294.0,6.7,19.1,0.35100000000000003,1.9,5.0,0.379,4.8,14.1,0.341,3.1,3.8,0.818,0.7,6.6,7.2,6.0,2.8,0.5,2.6,6.2,18.4,96.0,106.0,Fred VanVleet
1,2017-18,23.0,TOR,NBA,PG,76.0,0.0,1520.0,7.5,17.7,0.426,3.5,8.5,0.414,4.0,9.2,0.43700000000000006,2.7,3.3,0.8320000000000001,0.8,5.2,6.0,7.9,2.2,0.6,2.4,4.2,21.3,115.0,106.0,Fred VanVleet
2,2018-19,24.0,TOR,NBA,PG,64.0,28.0,1760.0,6.7,16.3,0.41,3.0,8.1,0.37799999999999995,3.6,8.3,0.441,2.6,3.1,0.843,0.6,4.0,4.5,8.4,1.6,0.5,2.2,3.0,19.1,114.0,110.0,Fred VanVleet
3,2019-20,25.0,TOR,NBA,SG,54.0,54.0,1928.0,7.9,19.1,0.413,3.6,9.2,0.39,4.3,9.8,0.434,4.1,4.9,0.848,0.4,4.6,5.0,8.8,2.5,0.4,3.0,3.3,23.5,113.0,106.0,Fred VanVleet
4,2020-21,26.0,TOR,NBA,SG,34.0,34.0,1249.0,8.7,21.8,0.4,4.4,11.5,0.38299999999999995,4.3,10.3,0.419,4.6,5.1,0.894,0.9,4.9,5.8,8.7,2.2,1.0,2.7,3.2,26.4,115.0,112.0,Fred VanVleet
0,2015-16,22.0,TOR,NBA,SG,49.0,24.0,725.0,6.9,16.3,0.424,2.6,6.3,0.40399999999999997,4.3,10.0,0.436,3.1,3.8,0.8109999999999999,1.1,6.8,7.9,3.4,2.1,0.7,2.3,4.2,19.5,107.0,105.0,Norman Powell
1,2016-17,23.0,TOR,NBA,SG,76.0,18.0,1368.0,8.4,18.7,0.449,2.1,6.4,0.324,6.3,12.3,0.514,4.7,5.9,0.792,1.0,5.3,6.3,3.0,1.9,0.5,2.6,4.7,23.6,109.0,109.0,Norman Powell
2,2017-18,24.0,TOR,NBA,SG,70.0,18.0,1062.0,7.0,17.4,0.401,2.5,8.6,0.285,4.5,8.7,0.516,1.5,1.8,0.821,0.6,4.9,5.5,4.1,1.7,0.7,3.1,5.2,17.9,94.0,107.0,Norman Powell
3,2018-19,25.0,TOR,NBA,SG,60.0,3.0,1126.0,8.2,17.0,0.483,2.9,7.2,0.4,5.3,9.8,0.5429999999999999,2.6,3.2,0.8270000000000001,0.7,5.2,5.9,3.9,1.7,0.6,2.8,4.1,22.0,110.0,109.0,Norman Powell
4,2019-20,26.0,TOR,NBA,SG,52.0,26.0,1479.0,9.5,19.2,0.495,3.5,8.8,0.39899999999999997,6.0,10.5,0.575,4.1,4.9,0.843,0.8,5.3,6.1,2.9,1.9,0.7,2.5,3.5,26.7,115.0,106.0,Norman Powell
5,2020-21,27.0,TOR,NBA,SG,34.0,23.0,1006.0,10.1,20.7,0.488,4.2,9.6,0.43799999999999994,5.9,11.1,0.532,5.6,6.2,0.899,0.7,4.2,4.9,2.8,1.9,0.2,2.8,3.5,30.0,117.0,115.0,Norman Powell
0,2012-13,26.0,SAS,NBA,C,16.0,0.0,141.0,6.5,13.0,0.5,0.0,0.4,0.0,6.5,12.7,0.514,2.5,4.3,0.583,4.3,7.2,11.6,1.8,0.4,2.2,4.0,8.3,15.5,94.0,103.0,Aron Baynes
1,2013-14,27.0,SAS,NBA,C,53.0,4.0,491.0,7.3,16.8,0.436,0.0,0.0,,7.3,16.8,0.436,2.0,2.2,0.905,5.9,9.1,14.9,3.5,0.2,0.5,3.7,7.9,16.6,97.0,105.0,Aron Baynes
2,2014-15,28.0,SAS,NBA,C,70.0,17.0,1122.0,8.4,14.9,0.5660000000000001,0.0,0.2,0.25,8.4,14.7,0.57,4.1,4.7,0.865,5.0,9.5,14.5,1.6,0.7,1.0,3.0,7.4,21.0,116.0,103.0,Aron Baynes
3,2015-16,29.0,DET,NBA,C,81.0,1.0,1233.0,7.9,15.7,0.505,0.0,0.1,0.0,7.9,15.6,0.508,5.2,6.8,0.764,5.7,10.0,15.7,2.1,0.9,2.1,2.7,6.2,21.0,114.0,104.0,Aron Baynes
4,2016-17,30.0,DET,NBA,C,75.0,2.0,1163.0,6.2,12.1,0.513,0.0,0.0,,6.2,12.1,0.513,3.4,4.1,0.84,4.8,9.6,14.5,1.4,0.7,1.7,2.2,7.2,15.9,114.0,106.0,Aron Baynes
5,2017-18,31.0,BOS,NBA,C,81.0,67.0,1485.0,7.1,15.0,0.47100000000000003,0.1,0.7,0.14300000000000002,7.0,14.3,0.48700000000000004,2.0,2.6,0.7559999999999999,4.4,10.2,14.6,3.1,0.7,1.7,2.7,6.7,16.2,103.0,103.0,Aron Baynes
6,2018-19,32.0,BOS,NBA,C,51.0,18.0,821.0,6.2,13.1,0.47100000000000003,1.2,3.6,0.344,4.9,9.5,0.519,3.1,3.6,0.855,5.2,8.9,14.1,3.3,0.7,2.0,2.3,7.3,16.7,118.0,108.0,Aron Baynes
7,2019-20,33.0,PHO,NBA,C,42.0,28.0,934.0,9.3,19.3,0.48,3.0,8.5,0.35100000000000003,6.3,10.8,0.5820000000000001,2.8,3.8,0.747,3.6,8.4,12.0,3.4,0.5,1.2,2.5,7.2,24.4,113.0,112.0,Aron Baynes
8,2020-21,34.0,TOR,NBA,C,33.0,26.0,649.0,6.5,14.9,0.44,1.3,5.2,0.243,5.3,9.7,0.546,1.1,1.5,0.75,4.0,9.3,13.3,2.6,0.7,0.8,2.2,6.0,15.5,104.0,113.0,Aron Baynes
0,2015-16,19.0,DET,NBA,SF,73.0,6.0,1687.0,6.7,18.0,0.375,1.9,6.1,0.307,4.8,11.8,0.41,2.4,3.1,0.784,1.7,7.4,9.2,3.5,1.6,0.4,3.4,5.3,17.7,91.0,106.0,Stanley Johnson
1,2016-17,20.0,DET,NBA,SF,77.0,1.0,1371.0,4.8,13.4,0.353,1.7,5.7,0.292,3.1,7.8,0.39799999999999996,1.3,2.0,0.679,1.3,5.6,7.0,3.9,2.1,0.9,2.6,4.5,12.5,88.0,107.0,Stanley Johnson
2,2017-18,21.0,DET,NBA,SF,69.0,50.0,1894.0,5.5,14.7,0.375,1.8,6.2,0.28600000000000003,3.8,8.6,0.439,2.9,3.8,0.772,0.9,5.8,6.6,2.9,2.5,0.4,2.0,4.5,15.8,97.0,107.0,Stanley Johnson
3,2018-19,22.0,TOT,NBA,SF,66.0,7.0,1208.0,6.9,17.7,0.389,2.5,8.7,0.28800000000000003,4.4,9.1,0.484,2.0,2.6,0.7809999999999999,1.4,7.4,8.7,3.5,2.4,0.6,3.3,4.6,18.3,94.0,108.0,Stanley Johnson
4,2018-19,22.0,DET,NBA,SF,48.0,7.0,961.0,6.8,17.9,0.381,2.6,9.3,0.282,4.2,8.6,0.488,2.1,2.6,0.804,1.3,7.7,9.0,3.1,2.5,0.7,2.8,4.7,18.4,95.0,107.0,Stanley Johnson
5,2018-19,22.0,NOP,NBA,SF,18.0,0.0,247.0,7.2,17.1,0.418,2.1,6.4,0.324,5.1,10.7,0.474,1.7,2.4,0.6920000000000001,1.7,6.2,7.9,5.3,2.3,0.2,4.9,4.1,18.1,90.0,112.0,Stanley Johnson
6,2019-20,23.0,TOR,NBA,PF,25.0,0.0,150.0,7.0,18.7,0.373,2.2,7.6,0.292,4.8,11.1,0.429,2.9,5.1,0.563,2.2,9.5,11.7,6.3,1.9,1.3,4.8,5.1,19.0,90.0,103.0,Stanley Johnson
7,2020-21,24.0,TOR,NBA,PF,32.0,2.0,441.0,3.4,8.6,0.392,2.2,5.5,0.4,1.2,3.2,0.379,1.2,1.5,0.7859999999999999,1.6,5.9,7.6,4.5,2.6,1.0,2.4,5.4,10.2,107.0,111.0,Stanley Johnson
0,2016-17,22.0,TOR,NBA,PF,55.0,38.0,859.0,6.1,12.1,0.502,0.1,0.4,0.14300000000000002,6.0,11.7,0.515,1.3,1.9,0.688,3.8,7.1,10.9,1.0,1.5,2.7,1.9,6.4,13.5,106.0,106.0,Pascal Siakam
1,2017-18,23.0,TOR,NBA,PF,81.0,5.0,1679.0,7.4,14.6,0.508,0.9,3.9,0.22,6.6,10.7,0.612,1.6,2.6,0.621,2.3,8.4,10.7,4.7,1.8,1.2,2.0,4.9,17.3,113.0,105.0,Pascal Siakam
2,2018-19,24.0,TOR,NBA,PF,80.0,79.0,2548.0,9.8,17.8,0.5489999999999999,1.5,4.0,0.369,8.3,13.7,0.602,4.5,5.7,0.785,2.3,8.0,10.3,4.7,1.4,1.0,2.9,4.5,25.5,120.0,107.0,Pascal Siakam
3,2019-20,25.0,TOR,NBA,PF,60.0,60.0,2110.0,11.3,24.9,0.45299999999999996,3.0,8.2,0.359,8.3,16.7,0.499,5.4,6.8,0.792,1.4,8.5,9.9,4.7,1.4,1.2,3.3,3.8,30.9,107.0,105.0,Pascal Siakam
4,2020-21,26.0,TOR,NBA,PF,30.0,30.0,1075.0,10.0,22.0,0.45299999999999996,1.6,5.5,0.295,8.4,16.5,0.505,5.5,6.7,0.8190000000000001,2.6,7.5,10.1,6.4,1.6,0.9,2.9,4.2,27.0,112.0,112.0,Pascal Siakam
0,2019-20,22.0,TOR,NBA,SG,72.0,4.0,1209.0,7.8,17.2,0.456,3.7,9.5,0.38799999999999996,4.1,7.6,0.541,2.0,2.3,0.8640000000000001,2.0,7.4,9.3,4.5,1.5,0.6,3.0,4.9,21.4,111.0,106.0,Terence Davis
1,2020-21,23.0,TOR,NBA,SG,30.0,3.0,442.0,8.6,20.4,0.42200000000000004,4.4,12.0,0.364,4.3,8.4,0.506,1.7,2.0,0.889,1.0,5.4,6.3,3.5,1.7,0.7,2.6,5.0,23.4,104.0,114.0,Terence Davis
0,2006-07,20.0,MEM,NBA,PG,10.0,0.0,175.0,4.1,11.1,0.368,0.9,2.3,0.375,3.2,8.8,0.36700000000000005,7.3,8.2,0.893,3.5,5.6,9.1,9.4,4.1,0.3,3.5,5.9,16.4,118.0,108.0,Kyle Lowry
1,2007-08,21.0,MEM,NBA,PG,82.0,9.0,2089.0,6.2,14.3,0.43200000000000005,0.9,3.4,0.257,5.3,10.9,0.48700000000000004,5.9,8.4,0.698,1.0,5.0,6.0,7.1,2.2,0.5,3.1,4.5,19.1,108.0,111.0,Kyle Lowry
2,2008-09,22.0,TOT,NBA,PG,77.0,21.0,1679.0,6.0,13.8,0.435,0.8,3.1,0.255,5.2,10.7,0.488,5.7,7.2,0.8009999999999999,0.8,5.2,6.0,8.7,2.2,0.5,3.7,4.6,18.5,109.0,108.0,Kyle Lowry
3,2008-09,22.0,MEM,NBA,PG,49.0,21.0,1071.0,5.6,13.5,0.41200000000000003,0.8,3.4,0.24600000000000002,4.7,10.1,0.46799999999999997,6.4,8.0,0.8009999999999999,0.6,4.9,5.5,8.8,2.4,0.4,3.9,4.4,18.4,107.0,110.0,Kyle Lowry
4,2008-09,22.0,HOU,NBA,PG,28.0,0.0,608.0,6.7,14.2,0.475,0.7,2.5,0.276,6.0,11.6,0.519,4.6,5.7,0.8,1.1,5.7,6.8,8.5,1.8,0.8,3.3,5.0,18.7,113.0,104.0,Kyle Lowry
5,2009-10,23.0,HOU,NBA,PG,68.0,0.0,1651.0,5.7,14.3,0.397,1.1,4.2,0.272,4.5,10.1,0.44799999999999995,6.6,8.0,0.8270000000000001,2.8,4.8,7.6,9.4,1.9,0.3,3.6,5.3,19.2,113.0,109.0,Kyle Lowry
6,2010-11,24.0,HOU,NBA,PG,75.0,71.0,2563.0,6.9,16.1,0.426,2.6,6.8,0.376,4.3,9.3,0.46399999999999997,3.8,5.0,0.765,1.8,4.4,6.1,9.9,2.0,0.5,3.1,4.1,20.1,115.0,110.0,Kyle Lowry
7,2011-12,25.0,HOU,NBA,PG,47.0,38.0,1510.0,7.3,17.8,0.409,2.7,7.3,0.374,4.5,10.5,0.434,5.9,6.9,0.8640000000000001,1.3,6.1,7.4,10.7,2.5,0.5,4.5,4.6,23.2,111.0,104.0,Kyle Lowry
8,2012-13,26.0,TOR,NBA,PG,68.0,52.0,2020.0,6.6,16.4,0.401,2.7,7.3,0.36200000000000004,3.9,9.0,0.433,5.0,6.3,0.795,1.5,7.0,8.4,11.4,2.5,0.6,4.1,5.7,20.8,110.0,106.0,Kyle Lowry
9,2013-14,27.0,TOR,NBA,PG,79.0,79.0,2862.0,8.3,19.7,0.423,3.5,9.1,0.38,4.9,10.6,0.46,5.7,7.0,0.813,1.6,5.1,6.7,10.7,2.2,0.3,3.5,4.9,25.9,118.0,106.0,Kyle Lowry
10,2014-15,28.0,TOR,NBA,PG,70.0,70.0,2414.0,9.2,22.3,0.41200000000000003,2.8,8.4,0.33799999999999997,6.4,14.0,0.457,5.4,6.7,0.8079999999999999,1.2,5.9,7.0,10.1,2.3,0.3,3.7,4.5,26.6,110.0,107.0,Kyle Lowry
11,2015-16,29.0,TOR,NBA,PG,77.0,77.0,2851.0,9.3,21.7,0.42700000000000005,3.8,9.9,0.38799999999999996,5.4,11.8,0.461,7.2,8.9,0.8109999999999999,1.0,5.6,6.6,9.0,2.9,0.6,4.1,3.8,29.6,115.0,104.0,Kyle Lowry
12,2016-17,30.0,TOR,NBA,PG,60.0,60.0,2244.0,9.6,20.7,0.46399999999999997,4.4,10.6,0.41200000000000003,5.3,10.2,0.518,6.8,8.2,0.8190000000000001,1.1,5.4,6.5,9.4,2.0,0.4,3.9,3.8,30.4,123.0,109.0,Kyle Lowry
13,2017-18,31.0,TOR,NBA,PG,78.0,78.0,2510.0,7.9,18.5,0.42700000000000005,4.7,11.7,0.39899999999999997,3.2,6.8,0.474,4.4,5.1,0.8540000000000001,1.3,7.2,8.5,10.5,1.7,0.4,3.6,3.8,24.9,120.0,107.0,Kyle Lowry
14,2018-19,32.0,TOR,NBA,PG,65.0,65.0,2213.0,6.6,16.0,0.41100000000000003,3.4,9.8,0.34700000000000003,3.2,6.2,0.514,3.5,4.2,0.83,0.9,5.9,6.8,12.2,2.0,0.7,3.9,3.6,20.1,115.0,108.0,Kyle Lowry
15,2019-20,33.0,TOR,NBA,PG,58.0,58.0,2098.0,7.6,18.2,0.41600000000000004,3.7,10.6,0.35200000000000004,3.9,7.6,0.504,6.7,7.8,0.857,0.7,5.9,6.6,9.8,1.9,0.6,4.0,4.3,25.5,116.0,106.0,Kyle Lowry
16,2020-21,34.0,TOR,NBA,PG,29.0,29.0,1002.0,8.4,18.4,0.457,4.0,9.9,0.40299999999999997,4.4,8.4,0.52,4.4,5.1,0.858,1.2,6.6,7.7,9.8,1.6,0.3,4.0,4.5,25.2,118.0,114.0,Kyle Lowry
0,2016-17,22.0,ATL,NBA,SF,38.0,1.0,371.0,6.2,13.0,0.48,0.1,2.4,0.055999999999999994,6.1,10.6,0.575,0.8,2.1,0.375,1.9,6.0,7.8,3.7,1.1,0.7,2.1,2.8,13.4,97.0,108.0,DeAndre' Bembry
1,2017-18,23.0,ATL,NBA,SF,26.0,3.0,455.0,5.7,13.7,0.414,1.2,3.2,0.36700000000000005,4.5,10.5,0.429,2.0,3.5,0.5760000000000001,0.9,6.9,7.7,5.3,2.3,1.3,5.0,4.1,14.6,83.0,109.0,DeAndre' Bembry
2,2018-19,24.0,ATL,NBA,SG,82.0,15.0,1931.0,6.6,14.7,0.446,1.2,4.1,0.289,5.4,10.6,0.508,2.1,3.3,0.64,1.3,7.3,8.6,4.8,2.5,1.0,3.4,4.5,16.4,97.0,112.0,DeAndre' Bembry
3,2019-20,25.0,ATL,NBA,SG,43.0,4.0,915.0,5.3,11.6,0.456,0.8,3.3,0.231,4.5,8.3,0.546,1.3,2.4,0.542,1.7,6.0,7.7,4.1,2.8,1.0,3.1,4.3,12.7,95.0,112.0,DeAndre' Bembry
4,2020-21,26.0,TOR,NBA,SF,27.0,5.0,443.0,5.3,9.4,0.57,0.9,2.4,0.364,4.5,7.0,0.6409999999999999,1.5,2.2,0.7,1.2,4.7,5.9,5.8,1.6,0.9,2.9,4.8,13.1,114.0,114.0,DeAndre' Bembry
0,2017-18,20.0,TOR,NBA,SF,74.0,62.0,1481.0,5.4,11.5,0.47100000000000003,2.4,6.6,0.371,3.0,5.0,0.604,1.3,2.1,0.629,1.5,4.7,6.1,1.8,1.7,0.5,1.5,4.3,14.6,113.0,108.0,OG Anunoby
1,2018-19,21.0,TOR,NBA,SF,67.0,6.0,1352.0,6.5,14.3,0.45299999999999996,2.4,7.2,0.332,4.1,7.2,0.574,1.3,2.2,0.581,2.1,4.9,7.0,1.7,1.6,0.8,1.9,5.0,16.6,104.0,109.0,OG Anunoby
2,2019-20,22.0,TOR,NBA,SF,69.0,68.0,2066.0,6.6,13.0,0.505,2.0,5.2,0.39,4.5,7.8,0.583,1.7,2.3,0.706,1.8,6.5,8.4,2.5,2.2,1.0,1.8,3.8,16.9,114.0,104.0,OG Anunoby
3,2020-21,23.0,TOR,NBA,SF,23.0,23.0,769.0,7.2,14.9,0.479,3.1,7.8,0.395,4.1,7.2,0.57,2.5,3.3,0.755,2.1,6.2,8.3,2.4,2.3,1.1,2.4,4.0,19.9,113.0,111.0,OG Anunoby
0,2018-19,24.0,MEM,NBA,SF,15.0,0.0,174.0,4.3,14.6,0.294,0.6,4.6,0.125,3.7,10.0,0.371,2.0,2.9,0.7,1.1,7.7,8.9,2.3,1.1,0.3,1.7,3.1,11.1,76.0,111.0,Yuta Watanabe
1,2019-20,25.0,MEM,NBA,SF,18.0,0.0,105.0,6.7,15.1,0.441,1.3,3.6,0.375,5.3,11.6,0.462,1.3,3.6,0.375,3.1,5.8,8.9,2.2,2.2,0.4,0.9,4.0,16.0,105.0,110.0,Yuta Watanabe
2,2020-21,26.0,TOR,NBA,SF,22.0,1.0,268.0,3.6,10.8,0.33299999999999996,2.2,5.9,0.364,1.4,4.9,0.29600000000000004,1.4,1.4,1.0,3.2,9.5,12.8,1.4,1.6,2.2,1.4,4.1,10.8,103.0,109.0,Yuta Watanabe
0,2019-20,25.0,TOR,NBA,SG,41.0,1.0,440.0,7.9,16.2,0.48700000000000004,5.1,10.7,0.475,2.8,5.5,0.51,1.0,1.3,0.75,1.0,5.6,6.6,2.4,1.1,0.1,1.7,4.1,21.8,119.0,109.0,Matt Thomas
1,2020-21,26.0,TOR,NBA,SG,21.0,0.0,145.0,6.0,15.3,0.391,4.0,10.3,0.387,2.0,5.0,0.4,1.7,2.0,0.833,0.3,4.3,4.7,3.0,0.7,0.0,1.7,2.7,17.6,106.0,118.0,Matt Thomas
